from_id,to_id,weight,success_rate,dist_avg
344644,361812,2,1.0,7.947139176429197
344644,353423,2,1.0,11.861525080986574
344644,135914,2,1.0,17.92448436515251
344644,422957,2,1.0,22.928825087955133
337782,254582,2,1.0,10.562771315405135
347862,365409,2,1.0,6.564690271977679
296337,135914,2,1.0,9.461125562831832
353423,236511,2,1.0,8.133939540467242
296337,337782,2,1.0,7.9647687056276215
296337,254582,2,1.0,9.520703749664978
296337,104010,2,1.0,14.10649157733035
296337,125547,2,1.0,6.226506336993857
104010,127604,2,1.0,15.568698854654269
76662,434138,2,1.0,21.114212706772186
73798,422918,2,0.5,38.64010321228284
344644,344644,2,1.0,19.43614615027213
76662,302497,2,1.0,55.34431084185033
300713,344644,2,1.0,5.959834655837493
344644,20874,2,1.0,13.291746406386778
353423,104010,2,1.0,14.33837458419986
296337,365409,2,0.5,9.147898005500943
104010,135914,2,1.0,10.319921182133918
296337,361812,2,1.0,10.943932418887105
300713,80241,2,0.5,7.709808396065009
20874,375621,2,1.0,9.012276287286396
104010,303728,2,1.0,15.894048133824498
104010,296337,2,1.0,15.939933743667613
534899,367008,2,1.0,7.904562924410421
127604,303728,2,1.0,9.420066297102714
379868,296337,2,1.0,13.782477608743308
379868,381594,2,1.0,17.739966411346934
379868,361812,2,1.0,8.822269446919695
379868,434138,2,1.0,10.964429233543534
353423,254582,2,1.0,17.506457014285424
379868,337782,2,1.0,16.90055661796895
379868,144511,2,1.0,43.028298264313136
379868,367008,2,1.0,12.17157781960448
20874,254582,2,1.0,31.674729733504936
353423,76662,2,1.0,29.415599349456897
347862,135914,2,0.5,8.895739224719001
20874,135914,2,0.0,25.506317399349065
353423,361812,2,1.0,15.492288030619823
303728,135914,2,1.0,26.439909358169395
303728,127604,2,1.0,9.934699379264915
125547,375621,2,1.0,12.922720251605025
125547,361812,2,1.0,17.548060905068294
381594,365409,2,1.0,11.95090188961942
381594,135914,2,1.0,25.75834294071319
317541,379868,2,1.0,11.860808279276295
317541,534899,2,1.0,12.471869207695313
422957,300713,2,1.0,8.106003964943788
422957,337782,2,1.0,12.610824569438684
434138,353423,2,1.0,8.851961570170797
127604,365409,2,1.0,6.793758001581153
302497,381594,2,1.0,11.051827103638182
422957,344644,2,1.0,20.976693396334415
303728,434138,2,1.0,13.70288109546564
125547,135914,2,1.0,13.280625147246923
434138,127604,2,1.0,12.917855487472425
434138,303728,2,1.0,14.603012644597072
434138,344644,1,1.0,7.299951301207432
434138,76662,1,1.0,35.160135892797676
434138,302497,1,1.0,30.18314975280082
434138,104010,1,0.0,32.11001789161757
434138,317541,1,0.0,20.92445698220147
434138,367008,1,1.0,7.823672794794016
434138,25931,1,1.0,29.471892117745
125547,73798,1,1.0,20.936106825291088
125547,534899,1,0.0,15.193109260450933
125547,20874,1,1.0,20.86537248649062
125547,344644,1,1.0,12.576335277019297
125547,379868,1,0.0,53.88993598066341
236511,347862,1,0.0,46.25232241736624
236511,20874,1,1.0,25.50217120168399
381594,80241,1,1.0,13.927411963462557
381594,434138,1,1.0,9.771143689456213
381594,125547,1,1.0,11.10569408006542
381594,254582,1,1.0,21.11231574223918
422957,254582,1,1.0,20.488554878272893
422957,365409,1,1.0,17.276107895009222
422957,25931,1,1.0,8.433370856306507
422957,73798,1,1.0,11.047631465612891
422957,104010,1,1.0,21.1984067561692
422957,369109,1,1.0,9.579806313282125
422957,534899,1,1.0,22.94178554515755
302497,365409,1,1.0,5.047771785649583
302497,303728,1,1.0,11.567627241573787
127604,254582,1,1.0,13.172163413805638
127604,434138,1,1.0,6.909531460236649
303728,379868,1,0.0,31.046568650979783
303728,254582,1,1.0,11.356502278430625
379868,347862,1,1.0,7.0975488726742775
379868,365409,1,1.0,34.016209371415854
379868,135914,1,1.0,14.329942393464112
379868,76662,1,1.0,14.523623549238666
379868,375621,1,1.0,6.896834346278009
379868,254582,1,1.0,13.400146417110523
379868,25931,1,1.0,10.717257111780048
379868,303728,1,1.0,14.098161617742933
379868,369109,1,1.0,6.9330019472087265
353423,296337,1,1.0,21.419999999999995
353423,379868,1,1.0,6.01180971089405
353423,375621,1,1.0,17.73819889391254
353423,20874,1,1.0,14.051095651229483
20874,361812,1,1.0,17.3436619259025
20874,20874,1,1.0,24.353260890484464
20874,344644,1,1.0,12.740079473849448
20874,422918,1,0.0,13.6432783450313
20874,353423,1,1.0,14.42656563427346
20874,381594,1,1.0,35.78036401435849
347862,353423,1,1.0,12.54262368884597
347862,20874,1,1.0,8.65194319213898
347862,347862,1,1.0,4.075656511532832
347862,375621,1,1.0,16.321899429907052
347862,381594,1,1.0,7.420083287942263
347862,104010,1,1.0,3.966517868357583
347862,302497,1,1.0,18.884605396989368
379868,353423,1,1.0,11.909253922895426
353423,365409,1,1.0,11.85480699969426
353423,534899,1,1.0,16.089119428980567
296337,534899,1,1.0,36.61966684720111
296337,347862,1,1.0,14.541511475771697
296337,375621,1,1.0,11.908337415441334
296337,353423,1,1.0,4.365576250622591
296337,381594,1,1.0,6.054255032619615
296337,422918,1,0.0,5.938991917825786
296337,379868,1,1.0,10.464669894459172
296337,302497,1,1.0,11.26571440255787
296337,73798,1,1.0,34.71795852293162
104010,20874,1,1.0,14.611570757451098
534899,353423,1,1.0,12.800718768881687
534899,365409,1,1.0,6.248359784775521
534899,375621,1,1.0,14.191076632870388
534899,434138,1,0.0,2.813414295833435
534899,76662,1,1.0,17.64471773647853
534899,254582,1,1.0,24.364442144239625
534899,296337,1,1.0,27.92564527455006
534899,300713,1,1.0,15.355100813736133
534899,422918,1,1.0,8.505834762091256
534899,125547,1,1.0,14.668827492338984
534899,303728,1,1.0,11.192612027583195
534899,369109,1,1.0,6.57071693196412
534899,73798,1,1.0,21.893358102401745
20874,300713,1,1.0,11.450049126532166
20874,296337,1,1.0,28.4659704910969
104010,353423,1,1.0,12.065276457669755
104010,76662,1,1.0,8.673476811521436
104010,254582,1,1.0,6.807596932839073
104010,381594,1,1.0,9.391136725657866
104010,104010,1,1.0,10.203899303697579
104010,300713,1,1.0,4.794451897766835
104010,337782,1,1.0,12.584237799723903
104010,73798,1,1.0,22.944803681879698
104010,422957,1,1.0,7.803979753946062
76662,379868,1,1.0,25.161128770387066
76662,375621,1,1.0,14.561259869942571
76662,80241,1,1.0,52.27965785083143
76662,303728,1,1.0,24.174417552445806
76662,367008,1,1.0,13.630401351390944
300713,236511,1,1.0,8.014979975021761
300713,254582,1,1.0,38.11965482529977
300713,367008,1,1.0,12.49240169062779
300713,303728,1,1.0,41.923294538955304
300713,25931,1,1.0,9.452201648293372
300713,534899,1,1.0,22.95868831183524
300713,144511,1,1.0,6.488569642070578
73798,125547,1,0.0,40.72243815146632
73798,80241,1,1.0,27.940398010765705
73798,367008,1,1.0,14.910650690026914
73798,25931,1,1.0,12.294871125798755
73798,135914,1,0.0,43.113772845808796
73798,434138,1,1.0,25.07484707829741
73798,317541,1,1.0,34.37492109081852
73798,369109,1,1.0,15.735663983448552
361812,296337,1,1.0,8.619661478271636
361812,125547,1,1.0,15.866251479161672
361812,76662,1,1.0,36.61601949966708
361812,381594,1,1.0,4.305537016447541
344644,337782,1,1.0,44.59895542498725
344644,296337,1,1.0,32.77616818665659
344644,365409,1,1.0,4.701967673219368
337782,80241,1,0.0,16.662043212043354
337782,236511,1,0.0,28.827221319440408
337782,127604,1,1.0,17.221933950634
337782,365409,1,1.0,21.31672169917316
135914,365409,1,1.0,12.231563922900456
135914,303728,1,1.0,27.17913951912385
80241,379868,1,1.0,4.6963178129253595
80241,534899,1,1.0,9.955810414024565
80241,296337,1,0.0,1.664861555805771
80241,381594,1,1.0,11.764001402584071
375621,353423,1,1.0,7.344750574389849
375621,347862,1,1.0,5.561261097988482
375621,379868,1,0.0,7.657016651411964
375621,365409,1,1.0,18.26439169531797
375621,135914,1,1.0,17.87972038371965
375621,80241,1,1.0,6.097904230143332
300713,353423,1,1.0,16.102512226357728
300713,76662,1,1.0,12.228442623654086
300713,337782,1,1.0,3.0576075614767797
236511,381594,1,1.0,12.71973148301488
254582,104010,1,1.0,18.153541142157362
254582,379868,1,1.0,13.657803959641534
254582,236511,1,1.0,34.04168622439259
254582,303728,1,1.0,11.275261815142033
254582,365409,1,1.0,10.860796287565655
135914,20874,1,1.0,16.937208270550375
135914,300713,1,1.0,25.092
135914,347862,1,1.0,12.061633761642742
135914,422918,1,1.0,25.942509978797347
135914,80241,1,1.0,22.030787752597497
135914,379868,1,0.0,20.265114088008485
422918,254582,1,1.0,9.211447009020892
422918,381594,1,1.0,18.86524306760981
144511,365409,1,1.0,16.423570896732528
144511,434138,1,1.0,13.132804117933077
144511,135914,1,1.0,23.14883204397146
144511,300713,1,1.0,3.5999688887544536
144511,104010,1,1.0,38.14398175335133
369109,296337,1,1.0,20.885503968063592
369109,534899,1,1.0,3.4576662649827905
369109,127604,1,1.0,11.098126373401946
369109,300713,1,1.0,19.829697148469005
369109,337782,1,1.0,3.093212084549006
317541,365409,1,1.0,6.049349138543749
317541,135914,1,1.0,7.2482607568988575
303728,302497,1,1.0,17.738559383444866
365409,25931,1,1.0,8.659076220937198
365409,344644,1,0.0,41.24104296692798
367008,434138,1,1.0,4.330330356912734
365409,361812,1,1.0,9.807199192430012
25931,254582,1,1.0,10.988058290708144
365409,296337,1,1.0,22.62076294027237
25931,135914,1,1.0,11.035575925161314
